,train_f1_macro,train_human_f1,train_gen_f1,train_human_precision,train_gen_precision,train_human_recall,train_gen_recall,val_f1_macro,val_human_f1,val_gen_f1,val_human_precision,val_gen_precision,val_human_recall,val_gen_recall,test_f1_macro,test_human_f1,test_gen_f1,test_human_precision,test_gen_precision,test_human_recall,test_gen_recall
0,0.9999610079315164,0.9999606035535594,0.9999614123094733,1.0,0.9999228275968514,0.9999212102111567,1.0,0.837794449893811,0.8322299370256742,0.8433589627619479,0.8318269851517108,0.8437405731523379,0.8326332794830371,0.8429776974080772,0.6959838055460317,0.6401314588278254,0.7518361522642381,0.7001730794834243,0.7098589316848946,0.5895739910313902,0.7990900169506646
