,train_f1_macro,train_human_f1,train_gen_f1,train_human_precision,train_gen_precision,train_human_recall,train_gen_recall,val_f1_macro,val_human_f1,val_gen_f1,val_human_precision,val_gen_precision,val_human_recall,val_gen_recall,test_f1_macro,test_human_f1,test_gen_f1,test_human_precision,test_gen_precision,test_human_recall,test_gen_recall
0,0.9909152045294538,0.9908401147934112,0.9909902942654963,0.9887799136916438,0.9930254184748915,0.9929089190040971,0.988963494636104,0.8343045644179183,0.8303514376996806,0.838257691136156,0.8211690363349131,0.8472906403940886,0.8397415185783522,0.8294153104279687,0.713287999946684,0.658307210031348,0.7682687898620201,0.7286705674241394,0.7210485133020345,0.6003363228699552,0.8221072352573825
