,model,cv_f1_macro,train_f1_macro,train_human_f1,train_gen_f1,train_human_precision,train_gen_precision,train_human_recall,train_gen_recall,test_f1_macro,test_human_f1,test_gen_f1,test_human_precision,test_gen_precision,test_human_recall,test_gen_recall,val_f1_macro,val_human_f1,val_gen_f1,val_human_precision,val_gen_precision,val_human_recall,val_gen_recall
0,xgb,0.9804263941780503,0.9812064742498304,0.9810460086511994,0.9813669398484615,0.9792746113989638,0.9831151731082023,0.9828238260321462,0.979624913174346,0.7022840838349487,0.6004078241824635,0.8041603434874338,0.9199259430687341,0.6871837044534413,0.44562780269058294,0.9691319475421536,0.944137097836956,0.9426649583600256,0.9456092373138864,0.9345824071133694,0.9534313725490197,0.9508885298869144,0.9379144062688366
