,model,train_f1_macro,train_complex_f1,train_simple_f1,train_complex_precision,train_simple_precision,train_complex_recall,train_simple_recall,test_f1_macro,test_complex_f1,test_simple_f1,test_complex_precision,test_simple_precision,test_complex_recall,test_simple_recall,val_f1_macro,val_complex_f1,val_simple_f1,val_complex_precision,val_simple_precision,val_complex_recall,val_simple_recall
0,roberta,0.9942721688355785,0.9915400164707644,0.9970043212003924,0.9938466156386012,0.996185632549269,0.9892440991933075,0.9978243565932609,0.982995769887161,0.9745815251084935,0.9914100146658286,0.9776119402985075,0.9903725408120553,0.9715698393077874,0.9924496644295302,0.9825076510399797,0.9741119807344973,0.9909033213454622,0.9806060606060606,0.988602785985648,0.9677033492822966,0.993214588634436
