train,val,test
0.9800771262180525,0.938704492966753,0.693243447592828
0.9788601152608793,0.9324007303724127,0.6065824268601536
0.9675973727057309,0.9210959720913416,0.6019981948914216
0.9793307514261844,0.932837451625059,0.6951379291994131
0.9955159546607526,0.935405896043807,0.6683301705633196
