,train_f1_macro,train_human_f1,train_gen_f1,train_human_precision,train_gen_precision,train_human_recall,train_gen_recall,val_f1_macro,val_human_f1,val_gen_f1,val_human_precision,val_gen_precision,val_human_recall,val_gen_recall,test_f1_macro,test_human_f1,test_gen_f1,test_human_precision,test_gen_precision,test_human_recall,test_gen_recall
0,0.9893552989047495,0.9892515453364306,0.9894590524730684,0.9886676634925632,0.9900324524802967,0.9898361172392058,0.9888863162769159,0.8443612295221417,0.8391676076786578,0.8495548513656255,0.8379510309278351,0.8507101843457238,0.8403877221324717,0.8484026522001206,0.7055194693907823,0.6468106229833706,0.7642283157981941,0.7242912729294052,0.7132915796798887,0.584304932735426,0.8229993755018289
