,model,train_f1_macro,train_basic_f1,train_intermediate_f1,train_advanced_f1,train_basic_precision,train_intermediate_precision,train_advanced_precision,train_basic_recall,train_intermediate_recall,train_advanced_recall,test_f1_macro,test_basic_f1,test_intermediate_f1,test_advanced_f1,test_basic_precision,test_intermediate_precision,test_advanced_precision,test_basic_recall,test_intermediate_recall,test_advanced_recall,val_f1_macro,val_basic_f1,val_intermediate_f1,val_advanced_f1,val_basic_precision,val_intermediate_precision,val_advanced_precision,val_basic_recall,val_intermediate_recall,val_advanced_recall
0,roberta,0.9966142066651997,0.997303572766085,0.9963369963369964,0.996202050892518,0.9977519670288497,0.996232733361239,0.9943138741470812,0.9968555813431159,0.99644128113879,0.9980974124809742,0.9813243007040997,0.9926707710348871,0.9862671660424469,0.965034965034965,0.9929618768328445,0.9883236030025021,0.9550173010380623,0.9923798358733881,0.9842192691029901,0.9752650176678446,0.9790927913130046,0.9903140592896977,0.9824253075571178,0.9645390070921985,0.9917695473251029,0.980701754385965,0.9631728045325779,0.988862837045721,0.9841549295774648,0.9659090909090909
