,train_f1_macro,train_human_f1,train_gen_f1,train_human_precision,train_gen_precision,train_human_recall,train_gen_recall,val_f1_macro,val_human_f1,val_gen_f1,val_human_precision,val_gen_precision,val_human_recall,val_gen_recall,test_f1_macro,test_human_f1,test_gen_f1,test_human_precision,test_gen_precision,test_human_recall,test_gen_recall
0,0.9893952953380687,0.9893899204244032,0.9894006702517341,0.9797589616810878,0.9992129083038174,0.9992121021115663,0.9797792698927221,0.8566638612553237,0.8588542466594993,0.8544734758511481,0.8185011709601874,0.9002335669002336,0.9033925686591276,0.8131404460518384,0.7474945407172569,0.7081052445700159,0.7868838368644978,0.7454455322840501,0.7591210613598673,0.6743273542600897,0.8167543937907039
